datetime,role_1_x,role_1_y,role_2_x,role_2_y,role_3_x,role_3_y,role_4_x,role_4_y,role_5_x,role_5_y,role_6_x,role_6_y,role_7_x,role_7_y,role_8_x,role_8_y,role_9_x,role_9_y,role_10_x,role_10_y
2020-01-01 19:00:18,-1720.8000000000002,-2219.9,-1162.8000000000002,-526.9000000000001,1701.1999999999998,-16.90000000000009,941.1999999999998,-1399.9,1107.1999999999998,-439.9000000000001,-230.80000000000018,1187.1,-1979.8000000000002,602.0999999999999,-94.80000000000018,2956.1,1378.1999999999998,2691.1,61.19999999999982,-2832.9
2020-01-01 19:00:19,-38.899999999999636,-2655.7,-1858.8999999999996,-2083.7,1576.1000000000004,-110.69999999999982,-915.8999999999996,-508.6999999999998,1220.1000000000004,-593.6999999999998,-232.89999999999964,1134.3000000000002,-2071.8999999999996,594.3000000000002,10.100000000000364,3050.3,1490.1000000000004,2475.3,822.1000000000004,-1301.6999999999998
2020-01-01 19:00:20,-154.80000000000018,-2647.0,-1943.8000000000002,-1878.0,1497.1999999999998,-48.0,-720.8000000000002,-691.0,1269.1999999999998,-562.0,-289.8000000000002,1023.0,-2153.8,648.0,161.19999999999982,3136.0,1536.1999999999998,2210.0,799.1999999999998,-1191.0
2020-01-01 19:00:21,-231.0,-2714.3,-1942.0,-1717.3000000000002,1541.0,22.699999999999818,-737.0,-989.3000000000002,1293.0,-390.3000000000002,-406.0,1005.6999999999998,-2179.0,759.6999999999998,292.0,3185.7,1494.0,1946.6999999999998,875.0,-1109.3000000000002
2020-01-01 19:00:22,-245.10000000000036,-2784.8,-1973.1000000000004,-1667.8000000000002,1637.8999999999996,24.199999999999818,-884.1000000000004,-1125.8000000000002,1289.8999999999996,-223.80000000000018,-453.10000000000036,1077.1999999999998,-2169.1000000000004,825.1999999999998,473.89999999999964,3208.2,1370.8999999999996,1755.1999999999998,951.8999999999996,-1087.8000000000002
2020-01-01 19:00:23,-237.89999999999964,-2854.8,-2026.8999999999996,-1691.8000000000002,1709.1000000000004,-29.800000000000182,-987.8999999999996,-1081.8000000000002,1233.1000000000004,-53.80000000000018,-492.89999999999964,1140.1999999999998,-2082.8999999999996,804.1999999999998,669.1000000000004,3204.2,1232.1000000000004,1659.1999999999998,985.1000000000004,-1095.8000000000002
2020-01-01 19:00:24,-222.0,-2942.0,-2060.0,-1814.0,1697.0,-75.0,-1054.0,-995.0,1140.0,115.0,-627.0,1201.0,-1882.0,779.0,801.0,3196.0,1223.0,1652.0,984.0,-1117.0
2020-01-01 19:00:25,-171.69999999999982,-3051.4,-2035.6999999999998,-1931.4,1667.3000000000002,-97.40000000000009,-1129.6999999999998,-912.4000000000001,1065.3000000000002,272.5999999999999,-812.6999999999998,1246.6,-1759.6999999999998,742.5999999999999,840.3000000000002,3202.6,1341.3000000000002,1665.6,995.3000000000002,-1137.4
2020-01-01 19:00:26,-97.80000000000018,-3152.0,-1942.8000000000002,-2014.0,1557.1999999999998,-105.0,-1201.8000000000002,-824.0,1003.1999999999998,399.0,-855.8000000000002,1286.0,-1694.8000000000002,688.0,705.1999999999998,3215.0,1516.1999999999998,1646.0,1011.1999999999998,-1139.0
2020-01-01 19:00:27,-11.0,-3221.2,-1795.0,-2100.2,1352.0,-99.19999999999982,-1210.0,-717.1999999999998,962.0,568.8000000000002,-708.0,1343.8000000000002,-1664.0,650.8000000000002,498.0,3163.8,1550.0,1557.8000000000002,1026.0,-1147.1999999999998
2020-01-01 19:00:28,-1648.8000000000002,-2151.2,-1137.8000000000002,-649.1999999999998,1192.1999999999998,-23.199999999999818,1022.1999999999998,-1155.1999999999998,1030.1999999999998,738.8000000000002,-499.8000000000002,1384.8000000000002,-1647.8000000000002,609.8000000000002,300.1999999999998,3039.8,1336.1999999999998,1423.8000000000002,53.19999999999982,-3218.2
2020-01-01 19:00:29,-1495.6000000000004,-2186.4,-1067.6000000000004,-543.4000000000001,1283.3999999999996,119.59999999999991,1006.3999999999996,-1184.4,949.3999999999996,688.5999999999999,-301.60000000000036,1417.6,-1613.6000000000004,583.5999999999999,128.39999999999964,2900.6,1014.3999999999996,1338.6,96.39999999999964,-3134.4
2020-01-01 19:00:30,-1419.6000000000004,-2224.1,-1054.6000000000004,-445.0999999999999,1660.3999999999996,133.9000000000001,956.3999999999996,-1206.1,794.3999999999996,616.9000000000001,-192.60000000000036,1522.9,-1643.6000000000004,582.9000000000001,-33.600000000000364,2754.9,819.3999999999996,1293.9,113.39999999999964,-3030.1
2020-01-01 19:00:31,-1403.0,-2261.9,-1047.0,-433.9000000000001,1898.0,174.0999999999999,963.0,-1277.9,732.0,580.0999999999999,-58.0,1640.1,-1847.0,621.0999999999999,-143.0,2575.1,822.0,1330.1,83.0,-2946.9
2020-01-01 19:00:32,-1394.6999999999998,-2302.3,-983.6999999999998,-433.3000000000002,1827.3000000000002,268.6999999999998,1020.3000000000002,-1358.3000000000002,775.3000000000002,548.6999999999998,165.30000000000018,1740.6999999999998,-2080.7,696.6999999999998,-79.69999999999982,2425.7,697.3000000000002,1319.6999999999998,53.30000000000018,-2906.3
2020-01-01 19:00:33,-1373.1000000000004,-2317.8999999999996,-868.1000000000004,-375.89999999999964,1660.8999999999996,400.10000000000036,1076.8999999999996,-1406.8999999999996,867.8999999999996,543.1000000000004,483.89999999999964,1176.1000000000004,-2235.1000000000004,806.1000000000004,-10.100000000000364,2210.1000000000004,335.89999999999964,1864.1000000000004,60.899999999999636,-2898.8999999999996
2020-01-01 19:00:34,-1366.8999999999996,-2266.8999999999996,-769.8999999999996,-325.89999999999964,1559.1000000000004,587.1000000000004,1089.1000000000004,-1393.8999999999996,1063.1000000000004,447.10000000000036,349.10000000000036,920.1000000000004,-2278.8999999999996,882.1000000000004,28.100000000000364,2108.1000000000004,327.10000000000036,1958.1000000000004,0.1000000000003638,-2915.8999999999996
2020-01-01 19:00:35,-192.10000000000036,-2821.3999999999996,-1406.1000000000004,-2098.3999999999996,1642.8999999999996,637.6000000000004,-737.1000000000004,-321.39999999999964,1305.8999999999996,272.60000000000036,425.89999999999964,764.6000000000004,-2153.1000000000004,852.6000000000004,-50.100000000000364,2092.6000000000004,198.89999999999964,1920.6000000000004,964.8999999999996,-1299.3999999999996
2020-01-01 19:00:36,-472.1999999999998,-2650.2,-1465.1999999999998,-1877.1999999999998,1738.8000000000002,557.8000000000002,-705.1999999999998,-322.1999999999998,1493.8000000000002,163.80000000000018,664.8000000000002,876.8000000000002,-1946.1999999999998,733.8000000000002,-188.19999999999982,1966.8000000000002,70.80000000000018,1772.8000000000002,808.8000000000002,-1222.1999999999998
2020-01-01 19:00:37,-736.8999999999996,-2518.3,-1534.8999999999996,-1684.3000000000002,1786.1000000000004,512.6999999999998,-663.8999999999996,-314.3000000000002,1489.1000000000004,190.69999999999982,-13.899999999999636,1539.6999999999998,-1695.8999999999996,570.6999999999998,-298.89999999999964,1805.6999999999998,1013.1000000000004,1124.6999999999998,656.1000000000004,-1227.3000000000002
2020-01-01 19:00:38,-930.1999999999998,-2441.6000000000004,-1665.1999999999998,-1537.6000000000004,1815.8000000000002,622.3999999999996,-664.1999999999998,-310.60000000000036,1339.8000000000002,261.39999999999964,-57.19999999999982,1284.3999999999996,-1537.1999999999998,451.39999999999964,-278.1999999999998,1697.3999999999996,1399.8000000000002,1266.3999999999996,576.8000000000002,-1293.6000000000004
2020-01-01 19:00:39,-1043.8000000000002,-2362.3,-1794.8000000000002,-1390.3000000000002,1828.1999999999998,721.6999999999998,-692.8000000000002,-302.3000000000002,1304.1999999999998,318.6999999999998,-131.80000000000018,1119.6999999999998,-1543.8000000000002,377.6999999999998,-225.80000000000018,1610.6999999999998,1785.1999999999998,1205.6999999999998,515.1999999999998,-1299.3000000000002
